ID,ModuleTitle,CompositeName,ModuleSize,ModuleCategory,AnnotationLevel,ModuleMemberGenes
M119,enriched in activated dendritic cells (I),enriched in activated dendritic cells (I) (M119),11,immune,partial,IL4I1
M119,enriched in activated dendritic cells (I),enriched in activated dendritic cells (I) (M119),11,immune,partial,ATP1B1
M119,enriched in activated dendritic cells (I),enriched in activated dendritic cells (I) (M119),11,immune,partial,PLXDC2
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,CD28
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,CHST15
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,LIME1
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,SH2D1A
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,TRAT1
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,CD24
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,GRAP2
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,THEM4
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,LAT /// SPNS1
M12,CD28 costimulation,CD28 costimulation (M12),10,immune,complete,LCK
M120,TBA,TBA (M120),11,,,DGKZ
M120,TBA,TBA (M120),11,,,MAP4K1
M120,TBA,TBA (M120),11,,,LPXN
M120,TBA,TBA (M120),11,,,VAV1
M120,TBA,TBA (M120),11,,,HCLS1
M120,TBA,TBA (M120),11,,,ARHGAP15
M120,TBA,TBA (M120),11,,,ARRB2
M120,TBA,TBA (M120),11,,,SIGIRR
M120,TBA,TBA (M120),11,,,ARHGAP4
M120,TBA,TBA (M120),11,,,LYN
M120,TBA,TBA (M120),11,,,GATA3
M121,TBA,TBA (M121),12,,,IGKV4-1
M121,TBA,TBA (M121),12,,,TAP1
M121,TBA,TBA (M121),12,,,IRF4
M121,TBA,TBA (M121),12,,,CCL19
M121,TBA,TBA (M121),12,,,GPR183
M121,TBA,TBA (M121),12,,,CD27
M121,TBA,TBA (M121),12,,,IL15
M121,TBA,TBA (M121),12,,,BIRC3
M121,TBA,TBA (M121),12,,,LY9
M121,TBA,TBA (M121),12,,,PLSCR1
M121,TBA,TBA (M121),12,,,SLAMF7
M121,TBA,TBA (M121),12,,,IGKC
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,CCL2
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,PODN
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,TGFB2
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,IGF1
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,LAMA4
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,NBL1
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,MYLK
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,NR2F2
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,IGFBP5
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,CXCL12
M122,enriched for cell migration,enriched for cell migration (M122),11,biological process,partial,NRP1
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,ICOSLG
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,HBEGF
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,LOC144481
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,NR4A1
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,GAB1
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,DLL1
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,LOC100288911
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,NR4A3
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,EBF1
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,FAM150B
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,BCL11B
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,VPREB1
M123,enriched in B cell differentiation,enriched in B cell differentiation (M123),13,immune,partial,VPREB3
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,ABCG2
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,RHAG
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,LTF
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,AQP1
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,C3AR1
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,HP
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,HLA-DRB1
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,ELANE
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,CD24
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,NEDD4L
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,ALAS2
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,C5AR1
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,SLC4A1
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,ABCB6
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,SNCA
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,PROK2
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,TGM2
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,SLC40A1
M124,enriched in membrane proteins,enriched in membrane proteins (M124),19,location,complete,KCNH2
M125,TBA,TBA (M125),11,,,CDKN2B
M125,TBA,TBA (M125),11,,,GPR144
M125,TBA,TBA (M125),11,,,ZNF205
M125,TBA,TBA (M125),11,,,ELAVL3
M125,TBA,TBA (M125),11,,,TCF15
M125,TBA,TBA (M125),11,,,SOX15
M125,TBA,TBA (M125),11,,,PRKCG
M125,TBA,TBA (M125),11,,,GP1BB
M125,TBA,TBA (M125),11,,,FUT7
M125,TBA,TBA (M125),11,,,PSD
M125,TBA,TBA (M125),11,,,MAPRE3
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,MGC16121
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,TCF4
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,UBASH3A
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,SLC40A1
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,SH2D1A
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,APBB1
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,BCL11B
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,CD4
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,CHI3L2
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,ASRGL1
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,PCSK5
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,LAT /// SPNS1
M126,double positive thymocytes,double positive thymocytes (M126),13,immune,partial,CD3E
M127,type I interferon response,type I interferon response (M127),12,immune,complete,TAP1
M127,type I interferon response,type I interferon response (M127),12,immune,complete,IFIH1
M127,type I interferon response,type I interferon response (M127),12,immune,complete,IRF7
M127,type I interferon response,type I interferon response (M127),12,immune,complete,PARP9
M127,type I interferon response,type I interferon response (M127),12,immune,complete,STAT1
M127,type I interferon response,type I interferon response (M127),12,immune,complete,PLSCR1
M127,type I interferon response,type I interferon response (M127),12,immune,complete,IFITM1
M127,type I interferon response,type I interferon response (M127),12,immune,complete,HERC5
M127,type I interferon response,type I interferon response (M127),12,immune,complete,DDX60
M127,type I interferon response,type I interferon response (M127),12,immune,complete,USP18
M127,type I interferon response,type I interferon response (M127),12,immune,complete,RSAD2
M127,type I interferon response,type I interferon response (M127),12,immune,complete,IFIT1
M128,TBA,TBA (M128),12,,,SP3
M128,TBA,TBA (M128),12,,,NDUFA5
M128,TBA,TBA (M128),12,,,USP1
M128,TBA,TBA (M128),12,,,CCNC
M128,TBA,TBA (M128),12,,,PIK3C2A
M128,TBA,TBA (M128),12,,,SFRS12
M128,TBA,TBA (M128),12,,,CLK1
M128,TBA,TBA (M128),12,,,RNF6
M128,TBA,TBA (M128),12,,,ARID4A
M128,TBA,TBA (M128),12,,,CCNT2
M128,TBA,TBA (M128),12,,,PSMC6
M128,TBA,TBA (M128),12,,,RNF139
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,PANK3
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,AVL9
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,PIKFYVE
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,MED23
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,PLEKHF2
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,SRP9
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,IMPA1
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,PIK3C2A
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,SYNJ1
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,CASC4
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,FNDC3A
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,PIK3C3
M129,inositol phosphate metabolism,inositol phosphate metabolism (M129),13,molecular function,complete,KIAA1109
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,DDX58
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,IRF7
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,CCL4
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,CCL5
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,ZBP1
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,NFKBIA
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,AIM2
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,IL6
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,PYCARD
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,CXCL10
M13,innate activation by cytosolic DNA sensing,innate activation by cytosolic DNA sensing (M13),11,immune,partial,IL1B
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,CCL5
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,XCL1
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,PTGER2
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,GPR18
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,F2R
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,ADRB2
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,S1PR5
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,PTGDR
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,ITPR3
M130,enriched in G-protein coupled receptors,enriched in G-protein coupled receptors (M130),10,molecular function,complete,PDE4D
M131,TBA,TBA (M131),14,,,HEMGN
M131,TBA,TBA (M131),14,,,ACTN1
M131,TBA,TBA (M131),14,,,GFI1B
M131,TBA,TBA (M131),14,,,XK
M131,TBA,TBA (M131),14,,,CMPK2
M131,TBA,TBA (M131),14,,,RGL4
M131,TBA,TBA (M131),14,,,S100P
M131,TBA,TBA (M131),14,,,FHL2
M131,TBA,TBA (M131),14,,,INHBA
M131,TBA,TBA (M131),14,,,PRKAR2B
M131,TBA,TBA (M131),14,,,TAL1
M131,TBA,TBA (M131),14,,,TNS1
M131,TBA,TBA (M131),14,,,MS4A3
M131,TBA,TBA (M131),14,,,GMPR
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,PROK2
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,FPR1
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,FPR2
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,GNG10
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,C5AR1
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,GPR109B
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,CXCR1
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,CCR3
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,PTAFR
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,FFAR2
M132,recruitment of neutrophils,recruitment of neutrophils (M132),11,immune,partial,F2RL1
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,SFN
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,SPINT1
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,BIK
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,EHF
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,JUP
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,LSR
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,EPS8L1
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,CDH1
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,EPCAM
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,CDH3
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,CLDN3
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,CLDN4
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,KRT19
M133.0,"cell adhesion, membrane","cell adhesion, membrane (M133.0)",14,molecular function,complete,CLDN7
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,LAMA3
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,ITGB4
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,ITGB6
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,LAMC2
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,JUP
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,CDH1
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,CDH3
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,CLDN3
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,CLDN4
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,LAMB3
M133.1,cell cell adhesion,cell cell adhesion (M133.1),11,molecular function,complete,CLDN7
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,C10orf10
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,NAV1
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,MRVI1
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,PTK2
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,CD72
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,ENG
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,RGL1
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,CIITA
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,SH2D4B
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,RASAL2
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,LARGE
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,STK32B
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,EMP2
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,CORO2B
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,CSRP2
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,TMED6
M134,"Membrane, ER proteins","Membrane, ER proteins (M134)",17,location,partial,DHCR24
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,LRP2
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,ENPEP
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,GALNT14
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,ALPK2
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,SEMA5B
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,BBOX1
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,CUBN
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,PAX2
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,DGCR5
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,AGXT2
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,SLC6A13
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,LOC100130232
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,NHLH2
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,NAT8 /// NAT8B
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,GAL3ST1
M135.0,enriched in plasma membrane proteins (I),enriched in plasma membrane proteins (I) (M135.0),16,location,partial,SLC17A3
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,ENPEP
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,GALNT14
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,ALPK2
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,KCNJ16
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,CUBN
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,SLC3A1
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,DGCR5
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,SLC17A3
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,SLC6A13
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,ESM1
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,COL23A1
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,NAT8 /// NAT8B
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,GAL3ST1
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,ACMSD
M135.1,enriched in plasma membrane proteins (II),enriched in plasma membrane proteins (II) (M135.1),15,location,partial,DSCAML1
M136,TBA,TBA (M136),17,,,NUCB1
M136,TBA,TBA (M136),17,,,GPS1
M136,TBA,TBA (M136),17,,,ASNA1
M136,TBA,TBA (M136),17,,,COPE
M136,TBA,TBA (M136),17,,,PKN1
M136,TBA,TBA (M136),17,,,GNAI2
M136,TBA,TBA (M136),17,,,CTSD
M136,TBA,TBA (M136),17,,,GNB2
M136,TBA,TBA (M136),17,,,PPP2R1A
M136,TBA,TBA (M136),17,,,MAP2K2
M136,TBA,TBA (M136),17,,,NAPA
M136,TBA,TBA (M136),17,,,CAPN1
M136,TBA,TBA (M136),17,,,DNM2
M136,TBA,TBA (M136),17,,,FAM108A1
M136,TBA,TBA (M136),17,,,GBF1
M136,TBA,TBA (M136),17,,,NR1H2
M136,TBA,TBA (M136),17,,,PNPLA6
M137,TBA,TBA (M137),16,,,ZMYM2
M137,TBA,TBA (M137),16,,,PHTF2
M137,TBA,TBA (M137),16,,,PANK3
M137,TBA,TBA (M137),16,,,AGL
M137,TBA,TBA (M137),16,,,TLK1
M137,TBA,TBA (M137),16,,,TSNAX
M137,TBA,TBA (M137),16,,,PIKFYVE
M137,TBA,TBA (M137),16,,,USP1
M137,TBA,TBA (M137),16,,,PLEKHF2
M137,TBA,TBA (M137),16,,,TCERG1
M137,TBA,TBA (M137),16,,,ROCK1
M137,TBA,TBA (M137),16,,,ACBD3
M137,TBA,TBA (M137),16,,,SFRS12
M137,TBA,TBA (M137),16,,,RNF6
M137,TBA,TBA (M137),16,,,SMARCA5
M137,TBA,TBA (M137),16,,,ATF2
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,PHTF2
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,UBE2Q2
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,RPS6KB1
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,NRAS
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,SRP9
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,ZBTB41
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,PIK3C2A
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,USP1
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,RNF6
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,MBNL2
M138,enriched for ubiquitination,enriched for ubiquitination (M138),11,molecular function,partial,UBR1
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,CTSH
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,SLC11A1
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,PSAP
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,CTSB
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,CTSD
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,CD68
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,NPC2
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,AP1S2
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,SORT1
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,CTSS
M139,lysosomal/endosomal proteins,lysosomal/endosomal proteins (M139),11,location,complete,GAA
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,UBASH3A
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,TCF7
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,CD28
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,TXK
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,ITK
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,NOG
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,LRRN3
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,BCL11B
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,RASGRP1
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,SPOCK2
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,SH2D1A
M14,T cell differentiation,T cell differentiation (M14),12,immune,partial,MAL
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,SLPI
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,CRISPLD2
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,FCN1
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,LTBP2
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,PRTN3
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,LAMA2
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,TFF3
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,FLRT2
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,IGFBP7
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,CRISP3
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,MMP9
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,MMP8
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,CFP
M140,"extracellular matrix, complement","extracellular matrix, complement (M140)",14,location,partial,TIMP2
M141,TBA,TBA (M141),27,,,TRIM31
M141,TBA,TBA (M141),27,,,FABP1
M141,TBA,TBA (M141),27,,,FUT4
M141,TBA,TBA (M141),27,,,NOX1
M141,TBA,TBA (M141),27,,,C19orf21
M141,TBA,TBA (M141),27,,,EPCAM
M141,TBA,TBA (M141),27,,,PRR15L
M141,TBA,TBA (M141),27,,,B3GNT5
M141,TBA,TBA (M141),27,,,B3GNT3
M141,TBA,TBA (M141),27,,,CEACAM1
M141,TBA,TBA (M141),27,,,KLF5
M141,TBA,TBA (M141),27,,,GMDS
M141,TBA,TBA (M141),27,,,CEACAM6
M141,TBA,TBA (M141),27,,,TMEM45B
M141,TBA,TBA (M141),27,,,ST3GAL6
M141,TBA,TBA (M141),27,,,TMPRSS2
M141,TBA,TBA (M141),27,,,CKMT1A /// CKMT1B
M141,TBA,TBA (M141),27,,,FERMT1
M141,TBA,TBA (M141),27,,,HEPH
M141,TBA,TBA (M141),27,,,LGALS4
M141,TBA,TBA (M141),27,,,PIP5K1B
M141,TBA,TBA (M141),27,,,FA2H
M141,TBA,TBA (M141),27,,,NR1I2
M141,TBA,TBA (M141),27,,,FOXA3
M141,TBA,TBA (M141),27,,,GPX2
M141,TBA,TBA (M141),27,,,FUT3
M141,TBA,TBA (M141),27,,,MEP1A
M142,transmembrane and ion transporters (I),transmembrane and ion transporters (I) (M142),13,molecular function,complete,ASPA
